product_id,title,description,price,discount
2033,Green Lite Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,90.08,20
2034,Black Active Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,255.53,15
2035,Red Plus Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,422.92,15
2036,Orange Lite Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,382.25,5
2037,Blue Flex Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,492.69,5
2038,Black Premium Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,785.49,25
2039,Orange Max Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",129.57,15
2040,Gray Ultra Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,543.27,10
2041,Gray Plus Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,125.27,15
2042,Silver Max Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,337.19,10
2043,Silver Plus Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,816.25,0
2044,Silver Ultra Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",841.93,15
2045,Orange Sport Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,618.2,30
2046,Green Pro Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",247.85,15
2047,Green Premium Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",549.46,30
2048,Green Premium Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,897.38,0
2049,Orange Ultra Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",919.51,5
2050,Blue Ultra Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,741.37,15
2051,Red Active Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,110.95,30
2052,Gray Pro Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,520.78,10
2053,Blue Max Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,805.55,25
2054,Black Flex Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,222.73,5
2055,Black Lite Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,356.76,25
2056,Gray Plus Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,856.71,15
2057,Pink Sport Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,904.04,5
2058,Gray Sport Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,377.53,20
2059,White Active Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",361.72,25
2060,Navy Premium Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,704.54,15
2061,Pink Plus Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,152.86,5
2062,Orange Flex Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,671.49,10
2063,Green Flex Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,577.89,0
2064,Pink Lite Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",678.07,0
2065,Navy Sport Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,48.5,20
2066,White Ultra Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",664.33,10
2067,Navy Plus Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",664.12,10
2068,Navy Active Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,391.71,30
2069,Red Plus Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",603.74,15
2070,Silver Plus Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,186.07,0
2071,White Ultra Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,211.36,25
2072,Pink Lite Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,436.33,10
2073,White Active Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,571.75,20
2074,Silver Lite Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,91.43,30
2075,Red Active Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,624.31,0
2076,Orange Flex Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,711.75,20
2077,Orange Elite Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,129.47,0
2078,Gray Active Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,349.18,10
2079,Orange Max Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",930.11,30
2080,Red Lite Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,624.33,10
2081,Red Lite Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,572.51,5
2082,Red Ultra Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,549.2,25
2083,White Premium Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,249.46,15
2084,White Sport Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",558.38,15
2085,Orange Flex Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,17.61,5
2086,Red Pro Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",209.74,20
2087,Silver Lite Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",443.84,0
2088,Silver Sport Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,851.73,30
2089,Pink Max Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",709.19,0
2090,Red Lite Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,963.14,15
2091,Blue Sport Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,366.54,10
2092,Black Pro Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,53.37,10
2093,Blue Flex Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,832.85,20
2094,Silver Sport Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,986.95,5
2095,Blue Premium Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,424.36,25
2096,Gray Lite Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,467.12,5
2097,Blue Ultra Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,737.46,30
2098,Orange Sport Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,944.27,10
2099,White Elite Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",559.18,20
2100,White Max Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,909.14,30
2101,Red Flex Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,504.8,25
2102,Blue Flex Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,85.84,20
2103,Gray Flex Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,255.11,15
2104,Orange Pro Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",185.32,20
2105,Green Elite Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,488.64,25
2106,Black Premium Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",500.69,15
2107,Gray Active Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",93.4,5
2108,White Plus Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,582.11,25
2109,Orange Active Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",79.94,25
2110,Silver Active Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,218.47,30
2111,Red Pro Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,993.2,10
2112,White Elite Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,130.51,0
2113,Navy Elite Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,236.42,15
2114,Gray Premium Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,864.59,0
2115,Green Sport Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,679.01,25
2116,Blue Active Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,696.29,15
2117,Silver Active Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,535.46,5
2118,Orange Plus Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,38.84,20
2119,Gray Flex Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",609.41,10
2120,Green Active Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,241.57,10
2121,Black Active Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,427.68,0
2122,Black Max Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,428.33,15
2123,Black Active Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,627.78,30
2124,Pink Sport Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",948.63,20
2125,Red Elite Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,899.48,10
2126,Navy Sport Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",986.16,15
2127,Black Pro Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",244.07,20
2128,Pink Premium Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,93.02,30
2129,Gray Active Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",996.44,15
2130,Silver Lite Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,797.2,5
2131,Gray Plus Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,501.97,10
2132,Navy Lite Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,468.78,0
2133,White Max Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,10.76,10
2134,Blue Pro Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,936.88,20
2135,Pink Elite Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,531.84,0
2136,Red Pro Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,432.2,5
2137,Gray Ultra Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,396.13,30
2138,Pink Premium Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,353.28,30
2139,Orange Elite Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",570.53,30
2140,Orange Plus Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,800.71,5
2141,Gray Pro Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,108.28,5
2142,Pink Sport Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,48.65,0
2143,Navy Elite Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,276.3,30
2144,Pink Ultra Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",649.78,20
2145,Orange Max Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,479.99,20
2146,Black Max Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",197.91,20
2147,Silver Plus Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",23.74,15
2148,Orange Flex Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,706.51,0
2149,Black Sport Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",356.65,25
2150,White Plus Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,318.86,20
2151,Blue Max Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,691.89,30
2152,Gray Plus Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,661.18,15
2153,Navy Sport Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,293.71,15
2154,Blue Active Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,211.14,25
2155,Black Premium Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,257.5,15
2156,Red Pro Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,832.75,25
2157,Orange Plus Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,805.72,0
2158,Orange Lite Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,689.46,0
2159,Orange Plus Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",656.95,25
2160,Gray Ultra Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,331.77,0
2161,White Max Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,571.28,5
2162,Pink Pro Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,228.94,25
2163,Orange Premium Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,732.3,0
2164,Pink Active Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",711.55,30
2165,White Premium Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,74.08,30
2166,Pink Lite Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",42.3,10
2167,Silver Flex Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",98.91,5
2168,Gray Flex Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,102.19,10
2169,Navy Lite Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",528.6,5
2170,Orange Sport Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,497.63,15
2171,Red Premium Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,420.5,20
2172,Black Lite Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,459.93,10
2173,Green Plus Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,288.4,5
2174,Black Elite Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,932.44,5
2175,Navy Flex Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,169.67,5
2176,Gray Flex Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,241.11,0
2177,Pink Active Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,328.35,30
2178,Red Active Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,982.7,25
2179,Orange Plus Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",109.36,30
2180,White Active Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,133.03,20
2181,Green Sport Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,428.15,15
2182,Red Active Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,235.38,5
2183,White Elite Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,733.57,15
2184,White Max Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",632.96,5
2185,Gray Flex Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,549.98,20
2186,Gray Active Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",701.68,20
2187,Silver Sport Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",984.1,15
2188,Blue Ultra Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,457.72,0
2189,Black Pro Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",829.8,15
2190,Black Lite Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,249.86,20
2191,Orange Max Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,32.02,20
2192,Navy Max Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,408.65,30
2193,Red Elite Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,507.79,25
2194,Gray Elite Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,274.26,20
2195,Orange Sport Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,382.38,10
2196,White Sport Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,763.91,30
2197,Silver Pro Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,918.12,20
2198,Green Flex Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,998.45,0
2199,Gray Premium Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",740.32,20
2200,Black Lite Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,657.16,10
2201,Red Elite Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,741.44,30
2202,Orange Elite Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,204.28,15
2203,Gray Pro Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,223.23,15
2204,Gray Max Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",928.43,20
2205,Silver Premium Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,543.87,15
2206,Orange Flex Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",987.74,30
2207,Gray Ultra Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",429.8,15
2208,Green Max Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,799.67,10
2209,Pink Flex Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",591.53,20
2210,Pink Ultra Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,274.67,20
2211,Navy Sport Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,979.25,25
2212,Navy Sport Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,456.33,0
2213,Red Sport Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,253.07,25
2214,Pink Pro Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,27.47,25
2215,Silver Active Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,38.71,0
2216,Red Flex Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,75.1,5
2217,Navy Sport Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,121.8,10
2218,Orange Elite Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,682.97,15
2219,Red Ultra Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",135.03,5
2220,Green Lite Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,508.85,0
2221,Navy Active Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,994,15
2222,Blue Active Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,661.86,20
2223,Pink Flex Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,80.8,5
2224,Orange Ultra Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",511.44,5
2225,Blue Elite Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,533.44,30
2226,Silver Flex Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",143.53,15
2227,Pink Active Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",109.68,15
2228,Orange Sport Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,413.97,15
2229,Orange Active Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",50.45,20
2230,Blue Flex Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,380.46,15
2231,Black Elite Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,984.07,5
2232,Red Premium Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,582.72,5
2233,Gray Premium Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,343.69,10
2234,Orange Flex Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,335.65,30
2235,Gray Premium Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,639.05,25
2236,Silver Plus Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,487.48,20
2237,Blue Plus Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,658.72,15
2238,White Lite Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,625.25,5
2239,Gray Flex Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",536.97,30
2240,Pink Ultra Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,960.8,10
2241,Silver Lite Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,32.86,15
2242,Black Elite Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,125.18,25
2243,Blue Plus Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,319.64,5
2244,Orange Active Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",38.01,20
2245,Red Premium Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,71.38,25
2246,White Pro Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",11.1,30
2247,Red Lite Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",420.68,5
2248,White Sport Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,722.99,10
2249,Pink Pro Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",195.92,0
2250,Silver Ultra Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,793.24,25
2251,Green Lite Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,782.63,10
2252,Navy Plus Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,774.78,5
2253,Pink Active Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,920.19,5
2254,Gray Pro Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,926.73,5
2255,Silver Ultra Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,492.96,10
2256,Orange Sport Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,750.35,0
2257,Navy Ultra Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,160.48,0
2258,Black Flex Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,148.01,15
2259,Pink Max Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",593.31,5
2260,Gray Pro Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,92.64,15
2261,Blue Active Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,799.42,30
2262,White Flex Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,36.13,30
2263,Silver Premium Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,496.81,25
2264,White Plus Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",23.25,0
2265,Gray Lite Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,890.39,30
2266,Silver Sport Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",771.61,15
2267,White Flex Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",909.55,20
2268,White Ultra Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,623.33,10
2269,White Pro Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",93.98,20
2270,Red Flex Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,548.16,20
2271,Red Pro Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,883.19,20
2272,White Pro Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,118.08,20
2273,Navy Flex Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,778.72,0
2274,Green Elite Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,961.69,25
2275,Gray Plus Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,61.41,20
2276,Red Pro Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,452.27,10
2277,Navy Pro Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,721.93,15
2278,Orange Elite Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,119.05,5
2279,Red Active Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",563.37,30
2280,Pink Elite Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,999.12,20
2281,Blue Lite Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,265.55,20
2282,Orange Lite Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,706.04,0
2283,Navy Plus Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,534.34,25
2284,Navy Sport Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",806.01,0
2285,Pink Premium Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,357.95,10
2286,Blue Active Bluetooth Speaker,"360-degree sound with IPX7 waterproof rating, perfect for outdoor adventures.",67.34,25
2287,White Lite Smart Watch,"Track fitness, heart rate, sleep, and notifications with a 7-day battery life.",326.19,10
2288,Orange Flex Coffee Maker,Brew up to 12 cups with programmable timer and built-in grinder.,460.85,0
2289,Black Lite Air Purifier,"HEPA filter removes 99.97% of dust, pollen, and airborne particles.",939.83,15
2290,Red Max Mechanical Keyboard,Tactile switches with RGB backlight and N-key rollover for precise input.,711,15
2291,Gray Lite Resistance Bands Set,5-level resistance bands for full-body strength training at home or gym.,712.9,10
2292,Black Pro Portable Charger,20000mAh power bank with dual USB-C ports and fast charging support.,360.58,10
2293,Navy Max Sunglasses,UV400 polarized lenses with lightweight titanium frame for all-day comfort.,916.25,30
2294,Red Max Electric Toothbrush,5 brushing modes with smart timer and 3-month battery life.,432.32,0
2295,Blue Flex Desk Lamp,LED lamp with adjustable color temperature and USB charging port built in.,933.19,30
2296,Red Elite Backpack,Water-resistant 30L backpack with padded laptop compartment and ergonomic straps.,110.07,0
2297,White Premium Non-stick Pan,PFOA-free ceramic coating with stay-cool handle and induction compatibility.,375.07,15
2298,Black Max Foam Roller,High-density foam for deep tissue massage and post-workout muscle recovery.,284.62,5
2299,Red Pro Wireless Mouse,"Ergonomic design with silent clicks, 3 DPI levels, and 18-month battery.",34.8,10
2300,Navy Sport Jump Rope,Speed jump rope with ball bearings and adjustable cable for all fitness levels.,299.4,0
2301,Pink Pro Wireless Headphones,Experience premium sound with active noise cancellation and 30-hour battery life.,920.29,25
2302,Blue Lite Running Shoes,Lightweight and breathable shoes designed for long-distance running and daily training.,43.81,10
2303,Blue Flex Stainless Steel Water Bottle,Keep drinks cold for 24 hours or hot for 12 hours with double-wall insulation.,36.33,25
2304,White Plus Yoga Mat,"Non-slip surface with alignment lines, ideal for yoga, pilates, and floor exercises.",938.9,30
2305,Black Active Laptop Stand,Adjustable aluminum stand for ergonomic laptop positioning and improved airflow.,788.59,10
